"Date","Height","U.component","V.component","gap","gap_center"
"2012-03-20",0.6414,-0.2426,-0.0037,0.6414,-0.603131794146263
"2012-03-21",0.6394,-0.2405,-0.0201,0.6394,-0.602671941274547
"2012-03-22",0.6359,-0.244,-0.0323,0.6359,-0.602207657710874
"2012-03-23",0.6314,-0.2554,-0.0415,0.6314,-0.601738944178693
"2012-03-24",0.6297,-0.2487,-0.0286,0.6297,-0.601265801401452
"2012-03-25",0.6283,-0.2633,-0.0283,0.6283,-0.600788230102597
"2012-03-26",0.6281,-0.2572,-0.0228,0.6281,-0.600306231005578
"2012-03-27",0.6291,-0.2604,-0.0072,0.6291,-0.599819804833842
"2012-03-28",0.6301,-0.2548,0.0046,0.6301,-0.599328952310835
"2012-03-29",0.6291,-0.252,0.0138,0.6291,-0.598833674160008
"2012-03-30",0.6289,-0.2542,0.0258,0.6289,-0.598333971104805
"2012-03-31",0.6292,-0.2653,0.0382,0.6292,-0.597829843868677
"2012-04-01",0.6312,-0.2751,0.0502,0.6312,-0.59732129317507
"2012-04-02",0.6319,-0.2952,0.0659,0.6319,-0.596808319747432
"2012-04-03",0.6335,-0.3091,0.075,0.6335,-0.59629092430921
"2012-04-04",0.6378,-0.3262,0.088,0.6378,-0.595769107583854
"2012-04-05",0.641,-0.3349,0.0952,0.641,-0.595242870294809
"2012-04-06",0.6446,-0.3439,0.1003,0.6446,-0.594712213165525
"2012-04-07",0.6484,-0.354,0.0997,0.6484,-0.594177136919449
"2012-04-08",0.6542,-0.3784,0.1038,0.6542,-0.593637642280027
"2012-04-09",0.6598,-0.388,0.104,0.6598,-0.59309372997071
"2012-04-10",0.6637,-0.3883,0.1074,0.6637,-0.592545400714943
"2012-04-11",0.6714,-0.4016,0.1056,0.6714,-0.591992655236174
"2012-04-12",0.6733,-0.4162,0.1051,0.6733,-0.591435494257852
"2012-04-13",0.6768,-0.3993,0.1014,0.6768,-0.590873918503425
"2012-04-14",0.6769,-0.4079,0.0881,0.6769,-0.590307928696339
"2012-04-15",0.6785,-0.3987,0.085,0.6785,-0.589737525560043
"2012-04-16",0.6781,-0.3825,0.0832,0.6781,-0.589162709817984
"2012-04-17",0.682,-0.3721,0.0865,0.682,-0.58858348219361
"2012-04-18",0.6815,-0.3683,0.0896,0.6815,-0.58799984341037
"2012-04-19",0.6796,-0.3639,0.0994,0.6796,-0.587411794191709
"2012-04-20",0.6793,-0.3517,0.0974,0.6793,-0.586819335261077
"2012-04-21",0.6788,-0.3355,0.1013,0.6788,-0.586222467341921
"2012-04-22",0.6811,-0.321,0.1164,0.6811,-0.585621191157689
"2012-04-23",0.6817,-0.3062,0.1117,0.6817,-0.585015507431828
"2012-04-24",0.6838,-0.2955,0.115,0.6838,-0.584405416887787
"2012-04-25",0.683,-0.2778,0.1033,0.683,-0.583790920249012
"2012-04-26",0.6856,-0.2681,0.1,0.6856,-0.583172018238952
"2012-04-27",0.6886,-0.2609,0.0987,0.6886,-0.582548711581055
"2012-04-28",0.6902,-0.2536,0.0943,0.6902,-0.581921000998768
"2012-04-29",0.6916,-0.2465,0.0861,0.6916,-0.581288887215539
"2012-04-30",0.6956,-0.2536,0.0807,0.6956,-0.580652370954815
"2012-05-01",0.6993,-0.2514,0.0753,0.6993,-0.580011452940045
"2012-05-02",0.7008,-0.2577,0.0719,0.7008,-0.579366133894676
"2012-05-03",0.7015,-0.2501,0.0653,0.7015,-0.578716414542155
"2012-05-04",0.7033,-0.2488,0.0598,0.7033,-0.578062295605931
"2012-05-05",0.7042,-0.2439,0.0516,0.7042,-0.577403777809452
"2012-05-06",0.7076,-0.246,0.0502,0.7076,-0.576740861876164
"2012-05-07",0.7098,-0.2404,0.0431,0.7098,-0.576073548529516
"2012-05-08",0.7106,-0.252,0.0367,0.7106,-0.575401838492957
"2012-05-09",0.7101,-0.2571,0.0261,0.7101,-0.574725732489932
"2012-05-10",0.7121,-0.2481,0.0399,0.7121,-0.57404523124389
"2012-05-11",0.7131,-0.2509,0.0476,0.7131,-0.573360335478278
"2012-05-12",0.71,-0.2403,0.0455,0.71,-0.572671045916546
"2012-05-13",0.7077,-0.2499,0.0342,0.7077,-0.571977363282139
"2012-05-14",0.7074,-0.2419,0.0286,0.7074,-0.571279288298506
"2012-05-15",0.7084,-0.2169,0.0426,0.7084,-0.570576821689095
"2012-05-16",0.7134,-0.216,0.0663,0.7134,-0.569869964177353
"2012-05-17",0.7137,-0.2086,0.072,0.7137,-0.569158716486729
"2012-05-18",0.7152,-0.2208,0.0615,0.7152,-0.568443079340669
"2012-05-19",0.717,-0.2264,0.0655,0.717,-0.567723053462622
"2012-05-20",0.7188,-0.2383,0.0786,0.7188,-0.566998639576035
"2012-05-21",0.7201,-0.2384,0.0903,0.7201,-0.566269838404356
"2012-05-22",0.7219,-0.26,0.0999,0.7219,-0.565536650671033
"2012-05-23",0.7246,-0.2649,0.1098,0.7246,-0.564799077099514
"2012-05-24",0.7268,-0.2805,0.1127,0.7268,-0.564057118413246
"2012-05-25",0.7308,-0.3015,0.1232,0.7308,-0.563310775335677
"2012-05-26",0.7331,-0.3135,0.1251,0.7331,-0.562560048590254
"2012-05-27",0.7355,-0.3224,0.1302,0.7355,-0.561804938900426
"2012-05-28",0.7377,-0.3286,0.1357,0.7377,-0.56104544698964
"2012-05-29",0.7389,-0.3409,0.1467,0.7389,-0.560281573581344
"2012-05-30",0.7432,-0.3517,0.1462,0.7432,-0.559513319398986
"2012-05-31",0.7458,-0.3598,0.1232,0.7458,-0.558740685166013
"2012-06-01",0.7473,-0.3675,0.1135,0.7473,-0.557963671605873
"2012-06-02",0.7487,-0.3778,0.0894,0.7487,-0.557182279442014
"2012-06-03",0.7496,-0.3713,0.069,0.7496,-0.556396509397884
"2012-06-04",0.7507,-0.3731,0.0323,0.7507,-0.55560636219693
"2012-06-05",0.7496,-0.3752,0.0065,0.7496,-0.5548118385626
"2012-06-06",0.7477,-0.3812,-0.0285,0.7477,-0.554012939218342
"2012-06-07",0.7437,-0.3691,-0.0541,0.7437,-0.553209664887603
"2012-06-08",0.7407,-0.3703,-0.0705,0.7407,-0.552402016293832
"2012-06-09",0.7368,-0.3581,-0.0988,0.7368,-0.551589994160475
"2012-06-10",0.7312,-0.3456,-0.1253,0.7312,-0.550773599210982
"2012-06-11",0.7253,-0.3416,-0.1447,0.7253,-0.549952832168798
"2012-06-12",0.7186,-0.3199,-0.1621,0.7186,-0.549127693757373
"2012-06-13",0.7133,-0.3089,-0.1589,0.7133,-0.548298184700154
"2012-06-14",0.7054,-0.2885,-0.1652,0.7054,-0.547464305720589
"2012-06-15",0.699,-0.2851,-0.1624,0.699,-0.546626057542125
"2012-06-16",0.6917,-0.2657,-0.1608,0.6917,-0.54578344088821
"2012-06-17",0.6861,-0.2695,-0.1503,0.6861,-0.544936456482292
"2012-06-18",0.6796,-0.2602,-0.1451,0.6796,-0.544085105047818
"2012-06-19",0.6732,-0.2403,-0.1193,0.6732,-0.543229387308238
"2012-06-20",0.6694,-0.239,-0.0974,0.6694,-0.542369303986996
"2012-06-21",0.6611,-0.23,-0.0818,0.6611,-0.541504855807543
"2012-06-22",0.6554,-0.2173,-0.0542,0.6554,-0.540636043493325
"2012-06-23",0.6522,-0.2043,-0.0357,0.6522,-0.539762867767791
"2012-06-24",0.6461,-0.1843,-0.0058,0.6461,-0.538885329354387
"2012-06-25",0.6454,-0.1723,0.0261,0.6454,-0.538003428976563
"2012-06-26",0.6439,-0.1482,0.0507,0.6439,-0.537117167357764
"2012-06-27",0.6428,-0.1227,0.0893,0.6428,-0.536226545221441
"2012-06-28",0.6445,-0.1109,0.1142,0.6445,-0.535331563291038
"2012-06-29",0.6471,-0.1029,0.1147,0.6471,-0.534432222290006
"2012-06-30",0.647,-0.0762,0.1232,0.647,-0.533528522941791
"2012-07-01",0.6474,-0.0697,0.1175,0.6474,-0.532620465969841
"2012-07-02",0.6484,-0.0647,0.1284,0.6484,-0.531708052097604
"2012-07-03",0.6507,-0.0556,0.1373,0.6507,-0.530791282048528
"2012-07-04",0.6517,-0.0386,0.1294,0.6517,-0.52987015654606
"2012-07-05",0.6527,-0.0435,0.1388,0.6527,-0.528944676313648
"2012-07-06",0.657,-0.0474,0.1474,0.657,-0.52801484207474
"2012-07-07",0.6632,-0.0688,0.1682,0.6632,-0.527080654552783
"2012-07-08",0.6662,-0.073,0.1722,0.6662,-0.526142114471226
"2012-07-09",0.6649,-0.0821,0.1726,0.6649,-0.525199222553515
"2012-07-10",0.6661,-0.0605,0.1766,0.6661,-0.5242519795231
"2012-07-11",0.6671,-0.0821,0.1749,0.6671,-0.523300386103427
"2012-07-12",0.6695,-0.0574,0.1802,0.6695,-0.522344443017944
"2012-07-13",0.6714,-0.0386,0.1882,0.6714,-0.521384150990099
"2012-07-14",0.6679,-0.019,0.1771,0.6679,-0.52041951074334
"2012-07-15",0.6694,-0.0025,0.1682,0.6694,-0.519450523001114
"2012-07-16",0.672,0.0207,0.175,0.672,-0.518477188486869
"2012-07-17",0.6749,0.0493,0.1636,0.6749,-0.517499507924054
"2012-07-18",0.6768,0.0678,0.1556,0.6768,-0.516517482036114
"2012-07-19",0.6765,0.0898,0.1398,0.6765,-0.515531111546499
"2012-07-20",0.6758,0.1104,0.1397,0.6758,-0.514540397178656
"2012-07-21",0.6732,0.131,0.1201,0.6732,-0.513545339656034
"2012-07-22",0.6703,0.1555,0.1073,0.6703,-0.512545939702078
"2012-07-23",0.6707,0.1685,0.0928,0.6707,-0.511542198040238
"2012-07-24",0.6698,0.1751,0.0782,0.6698,-0.510534115393961
"2012-07-25",0.6672,0.1989,0.0579,0.6672,-0.509521692486695
"2012-07-26",0.664,0.221,0.0451,0.664,-0.508504930041887
"2012-07-27",0.6583,0.2437,0.0453,0.6583,-0.507483828782985
"2012-07-28",0.6586,0.2336,0.0448,0.6586,-0.506458389433438
"2012-07-29",0.6566,0.2508,0.0466,0.6566,-0.505428612716691
"2012-07-30",0.6549,0.2513,0.0448,0.6549,-0.504394499356195
"2012-07-31",0.6562,0.273,0.0707,0.6562,-0.503356050075396
"2012-08-01",0.6576,0.2728,0.0859,0.6576,-0.502313265597741
"2012-08-02",0.6609,0.244,0.0997,0.6609,-0.50126614664668
"2012-08-03",0.6659,0.2318,0.1016,0.6659,-0.500214693945658
"2012-08-04",0.6669,0.2173,0.0916,0.6669,-0.499158908218125
"2012-08-05",0.6726,0.202,0.1063,0.6726,-0.498098790187527
"2012-08-06",0.6753,0.197,0.1205,0.6753,-0.497034340577313
"2012-08-07",0.6794,0.2217,0.1132,0.6794,-0.49596556011093
"2012-08-08",0.6826,0.2026,0.1098,0.6826,-0.494892449511827
"2012-08-09",0.6851,0.2089,0.1031,0.6851,-0.49381500950345
"2012-08-10",0.6912,0.2184,0.0924,0.6912,-0.492733240809247
"2012-08-11",0.699,0.2051,0.082,0.699,-0.491647144152667
"2012-08-12",0.7024,0.1973,0.0808,0.7024,-0.490556720257157
"2012-08-13",0.7079,0.1824,0.0839,0.7079,-0.489461969846165
"2012-08-14",0.7129,0.1938,0.0781,0.7129,-0.488362893643137
"2012-08-15",0.7165,0.2089,0.0765,0.7165,-0.487259492371524
"2012-08-16",0.7251,0.231,0.0596,0.7251,-0.48615176675477
"2012-08-17",0.7253,0.2595,0.053,0.7253,-0.485039717516326
"2012-08-18",0.7285,0.2728,0.0395,0.7285,-0.483923345379638
"2012-08-19",0.7266,0.2722,0.03,0.7266,-0.482802651068154
"2012-08-20",0.7267,0.2886,0.0142,0.7267,-0.481677635305322
"2012-08-21",0.7262,0.3021,0.0182,0.7262,-0.480548298814589
"2012-08-22",0.7221,0.3131,0.0185,0.7221,-0.479414642319404
"2012-08-23",0.7181,0.3179,0.0215,0.7181,-0.478276666543214
"2012-08-24",0.7166,0.3255,0.0275,0.7166,-0.477134372209467
"2012-08-25",0.713,0.3252,0.034,0.713,-0.47598776004161
"2012-08-26",0.7113,0.3356,0.0462,0.7113,-0.474836830763091
"2012-08-27",0.7085,0.3375,0.0583,0.7085,-0.473681585097358
"2012-08-28",0.7055,0.3517,0.061,0.7055,-0.472522023767859
"2012-08-29",0.7011,0.3593,0.0695,0.7011,-0.471358147498042
"2012-08-30",0.6987,0.3556,0.0863,0.6987,-0.470189957011354
"2012-08-31",0.6951,0.3601,0.1023,0.6951,-0.469017453031242
"2012-09-01",0.6922,0.3845,0.1062,0.6922,-0.467840636281155
"2012-09-02",0.6913,0.3982,0.1315,0.6913,-0.466659507484541
"2012-09-03",0.6894,0.4199,0.1404,0.6894,-0.465474067364847
"2012-09-04",0.691,0.4363,0.1357,0.691,-0.464284316645521
"2012-09-05",0.6906,0.4598,0.1325,0.6906,-0.463090256050009
"2012-09-06",0.6896,0.4886,0.1116,0.6896,-0.461891886301762
"2012-09-07",0.683,0.5069,0.1105,0.683,-0.460689208124225
"2012-09-08",0.6801,0.5291,0.0892,0.6801,-0.459482222240848
"2012-09-09",0.6766,0.5547,0.0703,0.6766,-0.458270929375076
"2012-09-10",0.6733,0.5496,0.0596,0.6733,-0.457055330250359
"2012-09-11",0.6699,0.5739,0.052,0.6699,-0.455835425590144
"2012-09-12",0.6659,0.5637,0.0491,0.6659,-0.454611216117879
"2012-09-13",0.6613,0.5574,0.038,0.6613,-0.453382702557011
"2012-09-14",0.661,0.5298,0.036,0.661,-0.452149885630989
"2012-09-15",0.6564,0.506,0.0394,0.6564,-0.450912766063259
"2012-09-16",0.6541,0.4835,0.0449,0.6541,-0.44967134457727
"2012-09-17",0.6505,0.4682,0.0412,0.6505,-0.448425621896469
"2012-09-18",0.6502,0.4447,0.0551,0.6502,-0.447175598744305
"2012-09-19",0.6497,0.4208,0.0567,0.6497,-0.445921275844224
"2012-09-20",0.6497,0.3953,0.0766,0.6497,-0.444662653919675
"2012-09-21",0.6506,0.3764,0.0836,0.6506,-0.443399733694105
"2012-09-22",0.653,0.3521,0.0972,0.653,-0.442132515890962
"2012-09-23",0.657,0.3382,0.107,0.657,-0.440861001233695
"2012-09-24",0.6645,0.3089,0.116,0.6645,-0.439585190445749
"2012-09-25",0.6673,0.2994,0.1144,0.6673,-0.438305084250574
"2012-09-26",0.672,0.2828,0.1251,0.672,-0.437020683371617
"2012-09-27",0.6755,0.2926,0.1146,0.6755,-0.435731988532325
"2012-09-28",0.6785,0.305,0.11,0.6785,-0.434439000456148
"2012-09-29",0.6786,0.2962,0.093,0.6786,-0.433141719866531
"2012-09-30",0.6792,0.2759,0.083,0.6792,-0.431840147486923
"2012-10-01",0.6787,0.2608,0.0674,0.6787,-0.430534284040772
"2012-10-02",0.6782,0.2578,0.0585,0.6782,-0.429224130251525
"2012-10-03",0.6754,0.2688,0.0397,0.6754,-0.42790968684263
"2012-10-04",0.6667,0.2958,0.0387,0.6667,-0.426590954537536
"2012-10-05",0.6635,0.2837,0.0383,0.6635,-0.425267934059688
"2012-10-06",0.6579,0.2949,0.0436,0.6579,-0.423940626132537
"2012-10-07",0.6549,0.2804,0.0426,0.6549,-0.422609031479528
"2012-10-08",0.6519,0.2732,0.06,0.6519,-0.42127315082411
"2012-10-09",0.6513,0.2622,0.0762,0.6513,-0.419932984889731
"2012-10-10",0.6486,0.2586,0.0841,0.6486,-0.418588534399837
"2012-10-11",0.6466,0.2664,0.0962,0.6466,-0.417239800077878
"2012-10-12",0.6483,0.2598,0.1097,0.6483,-0.4158867826473
"2012-10-13",0.6502,0.267,0.1195,0.6502,-0.414529482831553
"2012-10-14",0.66,0.2591,0.1005,0.66,-0.413167901354081
"2012-10-15",0.6619,0.2615,0.101,0.6619,-0.411802038938336
"2012-10-16",0.663,0.2816,0.0938,0.663,-0.410431896307763
"2012-10-17",0.6625,0.2779,0.082,0.6625,-0.40905747418581
"2012-10-18",0.6604,0.2812,0.077,0.6604,-0.407678773295925
"2012-10-19",0.6586,0.2915,0.0768,0.6586,-0.406295794361556
"2012-10-20",0.6535,0.2819,0.0737,0.6535,-0.404908538106151
"2012-10-21",0.6496,0.2785,0.0781,0.6496,-0.403517005253157
"2012-10-22",0.6426,0.2832,0.0845,0.6426,-0.402121196526023
"2012-10-23",0.635,0.2777,0.0902,0.635,-0.400721112648195
"2012-10-24",0.6268,0.2803,0.1106,0.6268,-0.399316754343122
"2012-10-25",0.6187,0.317,0.116,0.6187,-0.39790812233425
"2012-10-26",0.6103,0.3231,0.1361,0.6103,-0.396495217345029
"2012-10-27",0.6039,0.3118,0.1341,0.6039,-0.395078040098906
"2012-10-28",0.595,0.3082,0.1485,0.595,-0.393656591319328
"2012-10-29",0.5928,0.2951,0.1728,0.5928,-0.392230871729743
"2012-10-30",0.5922,0.3218,0.1992,0.5922,-0.3908008820536
"2012-10-31",0.5921,0.3253,0.2146,0.5921,-0.389366623014345
"2012-11-01",0.5953,0.325,0.2261,0.5953,-0.387928095335426
"2012-11-02",0.5957,0.3515,0.2229,0.5957,-0.386485299740292
"2012-11-03",0.5993,0.3537,0.2153,0.5993,-0.385038236952389
"2012-11-04",0.6012,0.3498,0.2041,0.6012,-0.383586907695166
"2012-11-05",0.6034,0.363,0.1918,0.6034,-0.382131312692071
"2012-11-06",0.6046,0.3574,0.1727,0.6046,-0.38067145266655
"2012-11-07",0.6057,0.3465,0.1522,0.6057,-0.379207328342053
"2012-11-08",0.6073,0.3411,0.1444,0.6073,-0.377738940442025
"2012-11-09",0.6061,0.3354,0.1349,0.6061,-0.376266289689917
"2012-11-10",0.6055,0.3369,0.126,0.6055,-0.374789376809174
"2012-11-11",0.606,0.331,0.1223,0.606,-0.373308202523244
"2012-11-12",0.6054,0.3213,0.1206,0.6054,-0.371822767555576
"2012-11-13",0.6032,0.3053,0.1183,0.6032,-0.370333072629618
"2012-11-14",0.6046,0.2931,0.1134,0.6046,-0.368839118468817
"2012-11-15",0.6036,0.2658,0.1264,0.6036,-0.36734090579662
"2012-11-16",0.6039,0.2521,0.131,0.6039,-0.365838435336476
"2012-11-17",0.6031,0.2314,0.146,0.6031,-0.364331707811832
"2012-11-18",0.6021,0.2174,0.1554,0.6021,-0.362820723946136
"2012-11-19",0.6053,0.1795,0.1581,0.6053,-0.361305484462835
"2012-11-20",0.6038,0.1618,0.141,0.6038,-0.359785990085378
"2012-11-21",0.6034,0.1395,0.1392,0.6034,-0.358262241537212
"2012-11-22",0.6045,0.1338,0.1514,0.6045,-0.356734239541784
"2012-11-23",0.6065,0.1228,0.1424,0.6065,-0.355201984822543
"2012-11-24",0.6086,0.1006,0.15,0.6086,-0.353665478102937
"2012-11-25",0.6097,0.0799,0.148,0.6097,-0.352124720106412
"2012-11-26",0.6128,0.0645,0.1461,0.6128,-0.350579711556417
"2012-11-27",0.6148,0.0456,0.1317,0.6148,-0.3490304531764
"2012-11-28",0.615,0.0246,0.1273,0.615,-0.347476945689808
"2012-11-29",0.6144,0.0274,0.1146,0.6144,-0.34591918982009
"2012-11-30",0.6155,-0.0106,0.1132,0.6155,-0.344357186290691
"2012-12-01",0.6143,-0.0127,0.1022,0.6143,-0.342790935825061
"2012-12-02",0.6118,-0.0349,0.0818,0.6118,-0.341220439146647
"2012-12-03",0.6139,-0.0504,0.0759,0.6139,-0.339645696978897
"2012-12-04",0.6137,-0.0509,0.0802,0.6137,-0.338066710045259
"2012-12-05",0.613,-0.0599,0.0854,0.613,-0.33648347906918
"2012-12-06",0.6136,-0.0661,0.0975,0.6136,-0.334896004774109
"2012-12-07",0.6145,-0.0645,0.1099,0.6145,-0.333304287883492
"2012-12-08",0.6139,-0.0665,0.1238,0.6139,-0.331708329120778
"2012-12-09",0.6145,-0.0649,0.1465,0.6145,-0.330108129209414
"2012-12-10",0.6163,-0.0642,0.1452,0.6163,-0.328503688872848
"2012-12-11",0.6162,-0.0568,0.1573,0.6162,-0.326895008834527
"2012-12-12",0.6189,-0.0549,0.1814,0.6189,-0.325282089817901
"2012-12-13",0.618,-0.0335,0.2052,0.618,-0.323664932546415
"2012-12-14",0.6217,-0.0256,0.2235,0.6217,-0.322043537743519
"2012-12-15",0.6255,-0.0334,0.2362,0.6255,-0.320417906132659
"2012-12-16",0.6296,-0.0208,0.2498,0.6296,-0.318788038437284
"2012-12-17",0.6318,-0.0198,0.2534,0.6318,-0.31715393538084
"2012-12-18",0.6366,-0.0337,0.2588,0.6366,-0.315515597686778
"2012-12-19",0.6393,-0.0505,0.2467,0.6393,-0.313873026078541
"2012-12-20",0.6449,-0.0603,0.24,0.6449,-0.312226221279581
"2012-12-21",0.6491,-0.0651,0.2361,0.6491,-0.310575184013345
"2012-12-22",0.6525,-0.064,0.238,0.6525,-0.308919915003278
"2012-12-23",0.6555,-0.0855,0.2429,0.6555,-0.307260414972831
"2012-12-24",0.6575,-0.1064,0.2317,0.6575,-0.305596684645449
"2012-12-25",0.6614,-0.1317,0.2153,0.6614,-0.303928724744582
"2012-12-26",0.6661,-0.1631,0.2063,0.6661,-0.302256535993676
"2012-12-27",0.6684,-0.1837,0.1906,0.6684,-0.30058011911618
"2012-12-28",0.6729,-0.1848,0.1821,0.6729,-0.298899474835541
"2012-12-29",0.6756,-0.2031,0.1631,0.6756,-0.297214603875208
"2012-12-30",0.6763,-0.1871,0.1355,0.6763,-0.295525506958627
"2012-12-31",0.6805,-0.1904,0.1199,0.6805,-0.293832184809246
"2013-01-01",0.6844,-0.1885,0.1122,0.6844,-0.292134638150514
"2013-01-02",0.688,-0.1869,0.0981,0.688,-0.290432867705877
"2013-01-03",0.6893,-0.196,0.0847,0.6893,-0.288726874198784
"2013-01-04",0.6904,-0.2043,0.0723,0.6904,-0.287016658352682
"2013-01-05",0.6881,-0.1984,0.0615,0.6881,-0.28530222089102
"2013-01-06",0.6839,-0.2112,0.0428,0.6839,-0.283583562537245
"2013-01-07",0.6806,-0.2149,0.0245,0.6806,-0.281860684014804
"2013-01-08",0.6743,-0.2298,0.009,0.6743,-0.280133586047145
"2013-01-09",0.6724,-0.2349,0.002,0.6724,-0.278402269357717
"2013-01-10",0.6644,-0.2322,-0.0025,0.6644,-0.276666734669965
"2013-01-11",0.6575,-0.2312,-0.0132,0.6575,-0.274926982707341
"2013-01-12",0.6491,-0.2372,-0.0147,0.6491,-0.273183014193289
"2013-01-13",0.6435,-0.245,-0.0166,0.6435,-0.271434829851258
"2013-01-14",0.6349,-0.2437,-0.0086,0.6349,-0.269682430404696
"2013-01-15",0.6287,-0.2477,-0.0013,0.6287,-0.26792581657705
"2013-01-16",0.6255,-0.2598,0.0129,0.6255,-0.266164989091768
"2013-01-17",0.6214,-0.2699,0.0121,0.6214,-0.264399948672298
"2013-01-18",0.6188,-0.2692,0.0074,0.6188,-0.262630696042088
"2013-01-19",0.6183,-0.2478,0.0321,0.6183,-0.260857231924586
"2013-01-20",0.6169,-0.2554,0.0474,0.6169,-0.259079557043238
"2013-01-21",0.6111,-0.2467,0.0414,0.6111,-0.257297672121494
"2013-01-22",0.6096,-0.2479,0.0655,0.6096,-0.2555115778828
"2013-01-23",0.608,-0.2572,0.0617,0.608,-0.253721275050604
"2013-01-24",0.6097,-0.2611,0.079,0.6097,-0.251926764348354
"2013-01-25",0.6132,-0.26,0.0955,0.6132,-0.250128046499499
"2013-01-26",0.6117,-0.2445,0.0976,0.6117,-0.248325122227484
"2013-01-27",0.6099,-0.2443,0.1157,0.6099,-0.246517992255759
"2013-01-28",0.6098,-0.2432,0.1221,0.6098,-0.244706657307771
"2013-01-29",0.6112,-0.2401,0.1269,0.6112,-0.242891118106968
"2013-01-30",0.6125,-0.2417,0.1415,0.6125,-0.241071375376797
"2013-01-31",0.618,-0.2584,0.1464,0.618,-0.239247429840707
"2013-02-01",0.6204,-0.2645,0.1511,0.6204,-0.237419282222144
"2013-02-02",0.6216,-0.2636,0.1509,0.6216,-0.235586933244557
"2013-02-03",0.6254,-0.2696,0.1496,0.6254,-0.233750383631393
"2013-02-04",0.6256,-0.275,0.1436,0.6256,-0.2319096341061
"2013-02-05",0.6277,-0.2756,0.1387,0.6277,-0.230064685392127
"2013-02-06",0.6293,-0.2704,0.1236,0.6293,-0.22821553821292
"2013-02-07",0.629,-0.284,0.1098,0.629,-0.226362193291927
"2013-02-08",0.6302,-0.2893,0.0928,0.6302,-0.224504651352597
"2013-02-09",0.6291,-0.2996,0.0778,0.6291,-0.222642913118376
"2013-02-10",0.6292,-0.3086,0.0664,0.6292,-0.220776979312713
"2013-02-11",0.6279,-0.3169,0.0501,0.6279,-0.218906850659055
"2013-02-12",0.6277,-0.3245,0.0353,0.6277,-0.21703252788085
"2013-02-13",0.6242,-0.3309,0.022,0.6242,-0.215154011701546
"2013-02-14",0.6237,-0.3396,0.0151,0.6237,-0.21327130284459
"2013-02-15",0.6244,-0.353,0.0215,0.6244,-0.211384402033431
"2013-02-16",0.6226,-0.3826,0.0104,0.6226,-0.209493309991515
"2013-02-17",0.621,-0.3872,0.0171,0.621,-0.207598027442291
"2013-02-18",0.6201,-0.3966,0.0278,0.6201,-0.205698555109207
"2013-02-19",0.6185,-0.3983,0.0321,0.6185,-0.203794893715709
"2013-02-20",0.6176,-0.395,0.04,0.6176,-0.201887043985247
"2013-02-21",0.6189,-0.3886,0.0566,0.6189,-0.199975006641268
"2013-02-22",0.6206,-0.3977,0.0695,0.6206,-0.198058782407218
"2013-02-23",0.6221,-0.4085,0.0819,0.6221,-0.196138372006547
"2013-02-24",0.6273,-0.3945,0.0866,0.6273,-0.194213776162701
"2013-02-25",0.6309,-0.3963,0.094,0.6309,-0.192284995599129
"2013-02-26",0.6339,-0.404,0.091,0.6339,-0.190352031039278
"2013-02-27",0.6393,-0.3717,0.094,0.6393,-0.188414883206596
"2013-02-28",0.6457,-0.3871,0.0995,0.6457,-0.186473552824531
"2013-03-01",0.6496,-0.396,0.0952,0.6496,-0.184528040616531
"2013-03-02",0.6563,-0.4092,0.1,0.6563,-0.182578347306042
"2013-03-03",0.6618,-0.4351,0.0985,0.6618,-0.180624473616514
"2013-03-04",0.6665,-0.4436,0.1015,0.6665,-0.178666420271394
"2013-03-05",0.6708,-0.436,0.0978,0.6708,-0.176704187994128
"2013-03-06",0.6741,-0.4412,0.0912,0.6741,-0.174737777508167
"2013-03-07",0.6756,-0.4379,0.0761,0.6756,-0.172767189536955
"2013-03-08",0.6782,-0.4285,0.0649,0.6782,-0.170792424803943
"2013-03-09",0.6797,-0.4155,0.059,0.6797,-0.168813484032576
"2013-03-10",0.6795,-0.4108,0.0504,0.6795,-0.166830367946305
"2013-03-11",0.6778,-0.3981,0.0445,0.6778,-0.164843077268574
"2013-03-12",0.6764,-0.3804,0.0389,0.6764,-0.162851612722834
"2013-03-13",0.6768,-0.3719,0.0304,0.6768,-0.16085597503253
"2013-03-14",0.6744,-0.347,0.021,0.6744,-0.158856164921112
"2013-03-15",0.6743,-0.3179,0.0281,0.6743,-0.156852183112027
"2013-03-16",0.6734,-0.2917,0.024,0.6734,-0.154844030328722
"2013-03-17",0.6737,-0.2635,0.0398,0.6737,-0.152831707294645
"2013-03-18",0.674,-0.2337,0.0459,0.674,-0.150815214733243
"2013-03-19",0.676,-0.2038,0.0478,0.676,-0.148794553367967
"2013-03-20",0.6807,-0.1883,0.063,0.6807,-0.146769723922261
"2013-03-21",0.6856,-0.1694,0.0716,0.6856,-0.144740727119574
"2013-03-22",0.6865,-0.1558,0.0874,0.6865,-0.142707563683354
"2013-03-23",0.6919,-0.1429,0.0998,0.6919,-0.140670234337049
"2013-03-24",0.6991,-0.1589,0.1008,0.6991,-0.138628739804107
"2013-03-25",0.7018,-0.1341,0.1046,0.7018,-0.136583080807974
"2013-03-26",0.7106,-0.1343,0.112,0.7106,-0.134533258072099
"2013-03-27",0.7119,-0.1336,0.1204,0.7119,-0.13247927231993
"2013-03-28",0.7221,-0.1403,0.1384,0.7221,-0.130421124274914
