,pipeline_type,init_metric,final_metric,tuning_time,iter_num,dataset
74,complex,24.97154822776561,24.1251408820167,162.06655879993923,100,australia.csv
75,complex,24.97154822776561,24.28468367447565,163.10040200001094,100,australia.csv
76,complex,24.97154822776561,24.536866847129662,172.44783399999142,100,australia.csv
77,complex,24.97154822776561,24.529900268326497,165.5014577000402,100,australia.csv
78,complex,24.97154822776561,24.198871466955115,176.45265089999884,100,australia.csv
79,complex,24.97154822776561,24.477991949868713,156.94352410000283,100,australia.csv
80,complex,24.97154822776561,24.625515100222632,163.4495225000428,100,australia.csv
81,complex,24.97154822776561,24.039116449831386,166.12876750004943,100,australia.csv
82,complex,24.97154822776561,24.065371669259267,174.92400140000973,100,australia.csv
83,complex,24.97154822776561,25.119752582678462,155.55487550003454,100,australia.csv
84,complex,24.97154822776561,24.901634217522577,161.14448889996856,100,australia.csv
